FUNKSFAM	N_annotations	annotation list
26901	16	26901_644190946 D6ZJH6 EMBL:CP001992 RefSeq:YP_003718369.1 EnsemblBacteria:ADI66875 GeneID:9336208 KEGG:mcu:HMPREF0573_10556 PATRIC:38203154 HOGENOM:HOG000264011 OMA:HKQLVAI BioCyc:MCUR548479:GH17-578-MONOMER GO:GO:0003824 GO:GO:0008152 Gene3D:3.30.428.10 InterPro:IPR011146 SUPFAM:SSF54197
26848	17	26848_645572415 C9RK38 EMBL:CP001792 EMBL:CP002158 RefSeq:YP_003250253.1 RefSeq:YP_005822546.1 STRING:59374.Fisuc_2185 EnsemblBacteria:ACX75771 EnsemblBacteria:ADL26905 GeneID:12434230 GeneID:8522817 KEGG:fsc:FSU_2724 KEGG:fsu:Fisuc_2185 eggNOG:NOG77230 HOGENOM:HOG000051861 OMA:RAMHEAF OrthoDB:EOG67T5HC
26797	15	26797_638662804 Q0TKE9 EMBL:CP000247 RefSeq:YP_668481.1 STRING:362663.ECP_0553 EnsemblBacteria:ABG68582 GeneID:4191689 KEGG:ecp:ECP_0553 PATRIC:18191764 HOGENOM:HOG000028539 OMA:TRQQYLR OrthoDB:EOG618QP3 PhylomeDB:Q0TKE9 ProtClustDB:CLSK894689 BioCyc:ECOL362663:GIY5-554-MONOMER
26762	21	26762_642304729 Q8XEA3 EMBL:AE005174 EMBL:BA000007 PIR:C90684 PIR:G85534 RefSeq:NP_286131.1 RefSeq:NP_308470.1 EnsemblBacteria:AAG54739 EnsemblBacteria:BAB33866 GeneID:914545 GeneID:957340 KEGG:ece:Z0491 KEGG:ecs:ECs0443 PATRIC:18349835 HOGENOM:HOG000291108 OMA:PRYWITI OrthoDB:EOG6K9QHG ProtClustDB:CLSK798467 BioCyc:ECOL386585:GJFA-437-MONOMER BioCyc:ECOO157:Z0491-MONOMER
26759	5	26759_639057695 Q2BLD5 EMBL:AAOW01000009 EnsemblBacteria:EAR61318 PATRIC:25469694
26716	13	26716_645497379 Q8D146 EMBL:AE009952 RefSeq:NP_668403.1 STRING:187410.y1074 DNASU:1146020 EnsemblBacteria:AAM84654 GeneID:1146020 KEGG:ypk:y1074 PATRIC:32558432 HOGENOM:HOG000293130 OrthoDB:EOG61042F ProtClustDB:CLSK889415
26586	8	26586_643101586 G2T4W6 EMBL:CP003040 RefSeq:YP_004840337.1 EnsemblBacteria:AEN98405 GeneID:11148817 KEGG:rho:RHOM_16505 BioCyc:RHOM585394:GHYQ-3343-MONOMER
26517	13	26517_642753551 F2G2Q6 EMBL:CP001103 RefSeq:YP_004425264.1 EnsemblBacteria:AEA96266 GeneID:6777830 KEGG:amc:MADE_1000585 PATRIC:20871511 OMA:QRAFTWT BioCyc:AMAC314275:GHA7-123-MONOMER GO:GO:0005524 InterPro:IPR027417 SUPFAM:SSF52540
26486	9	26486_641896216 B0MG47 EMBL:ABAX03000015 EnsemblBacteria:EDR96852 PATRIC:24507761 Gene3D:2.130.10.10 InterPro:IPR011044 InterPro:IPR015943 SUPFAM:SSF50969
26421	22	26421_644368471 Q188J8 EMBL:AM180355 RefSeq:YP_001086880.1 ProteinModelPortal:Q188J8 STRING:272563.CD0413 EnsemblBacteria:CAJ67235 GeneID:4915610 KEGG:cdf:CD630_04130 PATRIC:19439079 eggNOG:NOG245831 HOGENOM:HOG000039897 OMA:LIHVFGY OrthoDB:EOG6677V3 ProtClustDB:CLSK724339 BioCyc:CDIF272563:GJFE-531-MONOMER GO:GO:0003697 Gene3D:2.40.50.140 InterPro:IPR012340 InterPro:IPR000424 SUPFAM:SSF50249 PROSITE:PS50935
26419	15	26419_644022109 D0LLT3 EMBL:CP001804 RefSeq:YP_003267004.1 STRING:502025.Hoch_2577 EnsemblBacteria:ACY15111 GeneID:8544964 KEGG:hoh:Hoch_2577 PATRIC:32194878 eggNOG:NOG12793 HOGENOM:HOG000225995 OrthoDB:EOG6CS00Z BioCyc:HOCH502025:GI43-2594-MONOMER InterPro:IPR011050 SUPFAM:SSF51126
26418	15	26418_645282276 A6LEV9 EMBL:CP000140 RefSeq:YP_001303845.1 STRING:435591.BDI_2503 EnsemblBacteria:ABR44223 GeneID:5307652 KEGG:pdi:BDI_2503 PATRIC:22848232 eggNOG:NOG47150 HOGENOM:HOG000030048 OMA:SIMGPIN OrthoDB:EOG6V1M49 ProtClustDB:CLSK823731 BioCyc:PDIS435591:GCNH-2497-MONOMER
26258	14	26258_644017842 D0L7L5 EMBL:CP001802 RefSeq:YP_003272771.1 STRING:526226.Gbro_1606 EnsemblBacteria:ACY20878 GeneID:8550954 KEGG:gbr:Gbro_1606 PATRIC:32182739 eggNOG:NOG15450 HOGENOM:HOG000071379 OMA:QQTVYRL OrthoDB:EOG6DJXZT BioCyc:GBRO526226:GHJF-1624-MONOMER
26229	15	26229_645282726 A6L8B4 EMBL:CP000140 RefSeq:YP_001301550.1 STRING:435591.BDI_0138 EnsemblBacteria:ABR41928 GeneID:5305229 KEGG:pdi:BDI_0138 PATRIC:22843406 eggNOG:NOG40044 HOGENOM:HOG000290808 OMA:YVVQIDS OrthoDB:EOG6SV5C1 ProtClustDB:CLSK823689 BioCyc:PDIS435591:GCNH-138-MONOMER
27939	12	27939_644373558 D7DY95 EMBL:CP002059 RefSeq:YP_003723096.1 EnsemblBacteria:ADI65973 GeneID:9342611 KEGG:naz:Aazo_4804 PATRIC:38233954 HOGENOM:HOG000272572 KO:K14605 OMA:IWELFPG BioCyc:TAZO551115:GH0O-4827-MONOMER
27913	20	27913_645114054 C9YMI9 EMBL:FN545816 RefSeq:YP_003218286.1 STRING:645463.CDR20291_1796 EnsemblBacteria:CBE04622 GeneID:8468160 KEGG:cdl:CDR20291_1796 PATRIC:19457545 eggNOG:NOG87825 HOGENOM:HOG000015464 OMA:DNGKEHS OrthoDB:EOG6BPDMG BioCyc:CDIF645463:GJP4-1875-MONOMER GO:GO:0003697 Gene3D:2.40.50.140 InterPro:IPR012340 InterPro:IPR000424 SUPFAM:SSF50249 PROSITE:PS50935
27902	7	27902_644279226 C0WKN8 EMBL:ACGD01000044 EnsemblBacteria:EEI13887 PATRIC:29084814 InterPro:IPR021731 Pfam:PF11741
27823	9	27823_645560331 F8DTC7 EMBL:CP002850 RefSeq:YP_005621311.1 EnsemblBacteria:AEH62860 GeneID:12281465 KEGG:zmm:Zmob_1026 OMA:GQGWFDL BioCyc:ZMOB555217:GLMZ-1058-MONOMER
27729	5	27729_641003822 A5ZKY2 EMBL:AAVM02000010 EnsemblBacteria:EDM19259 PATRIC:28985576
27691	13	27691_638907318 E0TGZ5 EMBL:CP002156 RefSeq:YP_003854377.1 EnsemblBacteria:ADM09235 GeneID:9709400 KEGG:pbr:PB2503_05822 PATRIC:42426297 HOGENOM:HOG000251970 OMA:YEVRICK BioCyc:PBER314260:GI0G-1074-MONOMER InterPro:IPR026487 TIGRFAMs:TIGR04141
27615	12	27615_644167005 E2ND09 EMBL:ACCH01000167 EnsemblBacteria:EEF90170 PATRIC:26972605 GO:GO:0030246 GO:GO:0003824 GO:GO:0005975 Gene3D:2.60.40.1180 InterPro:IPR011013 InterPro:IPR013780 SUPFAM:SSF74650
27593	14	27593_638475563 Q8K6I4 EMBL:AE014074 RefSeq:NP_665126.1 STRING:193567.SPs0539 EnsemblBacteria:AAM79929 GeneID:1009637 KEGG:spg:SpyM3_1322 PATRIC:19737356 HOGENOM:HOG000235421 OMA:IEFADVP OrthoDB:EOG6ND0M2 ProtClustDB:CLSK638171 BioCyc:SPYO198466:GJDL-1385-MONOMER
27580	5	27580_641054964 A7B7P8 EMBL:AAYG02000032 EnsemblBacteria:EDN75991 PATRIC:29788756
27450	17	27450_645400660 Q9L175 EMBL:AL939131 RefSeq:NP_631452.1 ProteinModelPortal:Q9L175 STRING:100226.SCO7402 EnsemblBacteria:CAB76303 GeneID:1102840 KEGG:sco:SCO7402 PATRIC:23744739 HOGENOM:HOG000226272 OMA:CAMACAY OrthoDB:EOG66QKTK ProtClustDB:CLSK903235 GO:GO:0016829 InterPro:IPR023805 TIGRFAMs:TIGR03886
27351	15	27351_643088182 Q885G5 EMBL:AE016853 RefSeq:NP_791692.1 STRING:223283.PSPTO_1869 EnsemblBacteria:AAO55387 GeneID:1183514 KEGG:pst:PSPTO_1869 PATRIC:19995012 eggNOG:NOG43839 HOGENOM:HOG000226129 OMA:RLWRCSN OrthoDB:EOG60GS01 ProtClustDB:CLSK903810 BioCyc:PSYR223283:GJIX-1909-MONOMER
27334	15	27334_645570533 B0K589 EMBL:CP000923 RefSeq:YP_001662418.1 STRING:399726.Teth514_0778 EnsemblBacteria:ABY92082 GeneID:5877383 KEGG:tex:Teth514_0778 PATRIC:23891141 eggNOG:NOG10781 HOGENOM:HOG000269873 OMA:PNQHIGA OrthoDB:EOG6KQ6B5 ProtClustDB:CLSK875000 BioCyc:TSP399726:GHCK-800-MONOMER
27312	15	27312_645280395 A6LAK8 EMBL:CP000140 RefSeq:YP_001302344.1 STRING:435591.BDI_0954 EnsemblBacteria:ABR42722 GeneID:5306108 KEGG:pdi:BDI_0954 PATRIC:22845060 eggNOG:NOG45665 HOGENOM:HOG000291523 OMA:TVRNYFG OrthoDB:EOG6ZPT38 ProtClustDB:CLSK822437 BioCyc:PDIS435591:GCNH-953-MONOMER
27269	16	27269_645149418 D0MIC1 EMBL:CP001807 RefSeq:YP_003290617.1 STRING:518766.Rmar_1340 EnsemblBacteria:ACY48229 GeneID:8567990 KEGG:rmr:Rmar_1340 PATRIC:32316767 eggNOG:NOG05077 HOGENOM:HOG000106334 OrthoDB:EOG6CK7KQ BioCyc:RMAR518766:GJJ8-1371-MONOMER Gene3D:3.40.50.410 InterPro:IPR002035 SMART:SM00327
27191	17	27191_642229734 Q184B5 EMBL:AM180355 RefSeq:YP_001089441.1 ProteinModelPortal:Q184B5 EnsemblBacteria:CAJ69817 GeneID:4916142 KEGG:cdf:CD630_29260 PATRIC:19444357 eggNOG:NOG40510 HOGENOM:HOG000251622 OMA:KYIWLEC OrthoDB:EOG6NSGMQ ProtClustDB:CLSK735651 BioCyc:CDIF272563:GJFE-3158-MONOMER Gene3D:3.40.630.30 InterPro:IPR016181
27154	5	27154_642216117 C0AHT8 EMBL:ABGI02000001 EnsemblBacteria:EEG99270 PATRIC:26507337
27102	17	27102_641755317 S5KIH9 EMBL:CP006592 EMBL:CP006596 EMBL:CP006598 EMBL:CP006599 EMBL:CP006600 RefSeq:YP_008273867.1 RefSeq:YP_008277316.1 RefSeq:YP_008283362.1 RefSeq:YP_008302760.1 RefSeq:YP_008305715.1 GeneID:16309300 GeneID:16312837 GeneID:16325250 GeneID:16340078 GeneID:16343230
28896	18	28896_645149190 D0MIY8 EMBL:CP001807 RefSeq:YP_003290834.1 STRING:518766.Rmar_1559 EnsemblBacteria:ACY48446 GeneID:8568211 KEGG:rmr:Rmar_1559 PATRIC:32317225 eggNOG:COG0726 OrthoDB:EOG6HB9NG BioCyc:RMAR518766:GJJ8-1592-MONOMER GO:GO:0016810 GO:GO:0005975 Gene3D:3.20.20.370 InterPro:IPR011330 InterPro:IPR002509 SUPFAM:SSF88713
28871	17	28871_645520781 Q043N2 EMBL:CP000413 RefSeq:YP_814778.1 STRING:324831.LGAS_0953 EnsemblBacteria:ABJ60340 GeneID:4439837 KEGG:lga:LGAS_0953 PATRIC:22230055 eggNOG:NOG14410 HOGENOM:HOG000229580 OMA:RDEDVQV OrthoDB:EOG6FNHRT ProtClustDB:CLSK897751 BioCyc:LGAS324831:GHTY-953-MONOMER InterPro:IPR011008 SUPFAM:SSF54909
28759	15	28759_645279958 A6LBB8 EMBL:CP000140 RefSeq:YP_001302604.1 STRING:435591.BDI_1221 EnsemblBacteria:ABR42982 GeneID:5306374 KEGG:pdi:BDI_1221 PATRIC:22845598 eggNOG:NOG45181 HOGENOM:HOG000291177 OMA:YINIDQD OrthoDB:EOG67T5PW ProtClustDB:CLSK823078 BioCyc:PDIS435591:GCNH-1219-MONOMER
28719	15	28719_644293241 Q832G9 EMBL:AE016830 EMBL:AHYN01000004 EMBL:ASWP01000006 RefSeq:NP_815918.1 STRING:226185.EF2260 EnsemblBacteria:AAO81988 GeneID:1201133 KEGG:efa:EF2260 PATRIC:21854797 OMA:GKRTFGY OrthoDB:EOG6038WP ProtClustDB:CLSK518565 BioCyc:EFAE226185:GHI1-2217-MONOMER
28707	14	28707_644090085 D1BM77 EMBL:CP001820 RefSeq:YP_003311764.1 EnsemblBacteria:ACZ24484 GeneID:8636264 KEGG:vpr:Vpar_0803 PATRIC:32530894 OMA:IMADSKY OrthoDB:EOG6GBM9C BioCyc:VPAR479436:GHOS-825-MONOMER GO:GO:0005216 InterPro:IPR014743 SUPFAM:SSF81340
28705	15	28705_638355691 B2I853 EMBL:CP001011 RefSeq:YP_001829125.1 STRING:405441.XfasM23_0403 EnsemblBacteria:ACB91851 GeneID:6202772 KEGG:xfn:XfasM23_0403 PATRIC:24142701 eggNOG:NOG04102 HOGENOM:HOG000269007 OMA:VMSNERS OrthoDB:EOG66TG25 ProtClustDB:CLSK881282 BioCyc:XFAS405441:GJJI-425-MONOMER
28685	11	28685_645184280 D1B4V9 EMBL:CP001816 RefSeq:YP_003305164.1 EnsemblBacteria:ACZ13129 GeneID:8593671 KEGG:sdl:Sdel_2117 PATRIC:32485061 HOGENOM:HOG000219689 OrthoDB:EOG6WDSKD BioCyc:SDEL525898:GHVA-2162-MONOMER
28651	14	28651_644016802 D0L897 EMBL:CP001802 RefSeq:YP_003275738.1 STRING:526226.Gbro_4724 EnsemblBacteria:ACY23845 GeneID:8554106 KEGG:gbr:Gbro_4724 PATRIC:32189247 eggNOG:NOG11057 HOGENOM:HOG000108490 OMA:ESFRPRQ OrthoDB:EOG63Z77W BioCyc:GBRO526226:GHJF-4766-MONOMER
28640	12	28640_638888642 A3U8E3 EMBL:CP002046 RefSeq:YP_003716180.1 EnsemblBacteria:EAP88510 GeneID:9296917 KEGG:cat:CA2559_07105 PATRIC:38158428 HOGENOM:HOG000025805 OMA:NKKYWKI ProtClustDB:CLSK2784325 BioCyc:CATL216432:GHTE-1442-MONOMER
28564	11	28564_641758845 D2P8Q6 EMBL:CP001604 RefSeq:YP_003415592.1 EnsemblBacteria:ADB70230 GeneID:8757183 KEGG:lmy:LM5923_0384 PATRIC:32254506 HOGENOM:HOG000226760 OMA:IEKDMAR BioCyc:LMON637381:GH7Z-390-MONOMER
28535	15	28535_645371013 A9MEC7 EMBL:CP000873 RefSeq:YP_001594336.1 STRING:483179.BCAN_B0381 EnsemblBacteria:ABX63565 GeneID:5786416 KEGG:bcs:BCAN_B0381 PATRIC:17833947 eggNOG:NOG45471 HOGENOM:HOG000229112 OMA:LYACYAP OrthoDB:EOG6RNQBF ProtClustDB:CLSK904968 BioCyc:BCAN483179:GJ7I-2584-MONOMER
28496	10	28496_638888002 A3U6L5 EMBL:CP002046 RefSeq:YP_003715557.1 EnsemblBacteria:EAP87882 GeneID:9296280 KEGG:cat:CA2559_03965 PATRIC:38157150 OMA:RQCLFGE BioCyc:CATL216432:GHTE-805-MONOMER
28494	25	28494_644407796 D0L207 EMBL:CP001801 RefSeq:YP_003263777.1 STRING:555778.Hneap_1908 EnsemblBacteria:ACX96730 GeneID:8535066 KEGG:hna:Hneap_1908 PATRIC:32207772 eggNOG:NOG13638 HOGENOM:HOG000137631 KO:K17222 OMA:NFSCASC OrthoDB:EOG6VF31V BioCyc:HNEA555778:GIVV-1954-MONOMER GO:GO:0070069 GO:GO:0042597 GO:GO:0009055 GO:GO:0020037 GO:GO:0046872 GO:GO:0016491 InterPro:IPR009056 InterPro:IPR025710 PIRSF:PIRSF038455 SUPFAM:SSF46626
28470	13	28470_645547580 D3RQN6 EMBL:CP001896 RefSeq:YP_003444752.1 EnsemblBacteria:ADC63720 GeneID:8788204 KEGG:alv:Alvin_2814 PATRIC:31925402 HOGENOM:HOG000013685 BioCyc:AVIN572477:GCJK-2878-MONOMER GO:GO:0005509 InterPro:IPR002048 PROSITE:PS50222
28442	6	28442_641007295 A5ZVS3 EMBL:AAVO02000016 ProteinModelPortal:A5ZVS3 EnsemblBacteria:EDM86314 PATRIC:29797923
28250	11	28250_645534119 E8WLD3 EMBL:CP002479 RefSeq:YP_004197791.1 EnsemblBacteria:ADW12515 GeneID:10196627 KEGG:geb:GM18_1040 PATRIC:46945971 HOGENOM:HOG000225758 OMA:MARFHLP BioCyc:GSP443143:GHZL-1067-MONOMER
28231	7	28231_642561133 B0VJ13 EMBL:CU466930 RefSeq:YP_001741411.1 GeneID:14677708 PATRIC:38437806 BioCyc:CCLO456827:GHN5-1324-MONOMER
28181	15	28181_643912465 B3DS38 EMBL:CP000605 RefSeq:YP_001954455.1 STRING:205913.BLD_0511 EnsemblBacteria:ACD97957 GeneID:6364485 KEGG:blj:BLD_0511 PATRIC:21113954 eggNOG:NOG08391 HOGENOM:HOG000063903 OMA:TMEDLIV OrthoDB:EOG64V2C8 ProtClustDB:CLSK2304242 BioCyc:BLON205913:GJB4-530-MONOMER
28165	15	28165_645199736 B0V4H8 EMBL:CU459141 RefSeq:YP_001713680.1 STRING:509173.ABAYE1798 EnsemblBacteria:CAM86683 GeneID:6001454 KEGG:aby:ABAYE1798 PATRIC:20726920 eggNOG:NOG45360 HOGENOM:HOG000249025 OMA:LICKGHR OrthoDB:EOG60PH8X ProtClustDB:CLSK893295 BioCyc:ABAU509173:GJXF-1744-MONOMER
28086	12	28086_644090788 D1BNW4 EMBL:CP001820 RefSeq:YP_003312351.1 EnsemblBacteria:ACZ25071 GeneID:8636877 KEGG:vpr:Vpar_1393 PATRIC:32532094 HOGENOM:HOG000010083 OMA:DMATAWR OrthoDB:EOG6JB179 BioCyc:VPAR479436:GHOS-1438-MONOMER
28045	17	28045_639299880 A9CGT9 EMBL:AE007870 PIR:AF3117 PIR:G98169 RefSeq:NP_356096.1 STRING:176299.Atu4562 EnsemblBacteria:AAK88881 GeneID:1136436 KEGG:atu:Atu4562 PATRIC:20818549 eggNOG:NOG71897 HOGENOM:HOG000024865 OMA:RREDCAD OrthoDB:EOG6FFS20 ProtClustDB:CLSK881681 BioCyc:AGRO:ATU4562-MONOMER
27967	25	27967_638341877 Q81ZC9 EMBL:AE016879 EMBL:AE017334 EMBL:AE017225 RefSeq:NP_842887.1 RefSeq:YP_016956.1 RefSeq:YP_026605.1 STRING:198094.BA_0340 DNASU:1085480 EnsemblBacteria:AAP24373 EnsemblBacteria:AAT29431 EnsemblBacteria:AAT52656 GeneID:1085480 GeneID:2818912 GeneID:2850092 KEGG:ban:BA_0340 KEGG:bar:GBAA_0340 KEGG:bat:BAS0325 HOGENOM:HOG000082712 OMA:VGIGMGR OrthoDB:EOG6ZSP3X ProtClustDB:CLSK915785 BioCyc:BANT260799:GJAJ-367-MONOMER BioCyc:BANT261594:GJ7F-377-MONOMER
30143	5	30143_638918380 A3WMB7 EMBL:AAMX01000009 EnsemblBacteria:EAQ32007 PATRIC:27556372
30116	26	30116_639045144 O68740 EMBL:AF074611 EMBL:AL117211 PIR:T14668 PIR:T14947 RefSeq:NP_395359.1 RefSeq:NP_857814.1 STRING:187410.Y1031 STRING:214092.YPMT1.23c DNASU:2700781 EnsemblBacteria:AAC82692 GeneID:1149177 GeneID:1172766 KEGG:ype:YPMT1.23c KEGG:ypk:Y1031.pl PATRIC:32565189 eggNOG:NOG285794 HOGENOM:HOG000266946 HOGENOM:HOG000276975 OMA:PRESDEK OrthoDB:EOG6CVVHQ ProtClustDB:CLSK888258 BioCyc:YPES214092:GKDD-4117-MONOMER GO:GO:0005524 GO:GO:0004527
30034	8	30034_643162879 D4KVF8 EMBL:FP929050 RefSeq:YP_007777125.1 EnsemblBacteria:CBL11348 GeneID:15179337 KEGG:rix:RO1_06040 PATRIC:43147644
29958	14	29958_644407906 D0L1P8 EMBL:CP001801 RefSeq:YP_003263668.1 STRING:555778.Hneap_1798 EnsemblBacteria:ACX96621 GeneID:8534956 KEGG:hna:Hneap_1798 PATRIC:32207536 eggNOG:NOG46274 HOGENOM:HOG000288321 OMA:RFAPKWS OrthoDB:EOG6KQ6CG BioCyc:HNEA555778:GIVV-1844-MONOMER
29900	13	29900_644373050 D7E1E3 EMBL:CP002059 RefSeq:YP_003721943.1 EnsemblBacteria:ADI64820 GeneID:9340850 KEGG:naz:Aazo_3047 PATRIC:38229387 HOGENOM:HOG000036022 OMA:ATIFQYR BioCyc:TAZO551115:GH0O-3066-MONOMER InterPro:IPR027417 SUPFAM:SSF52540
29893	10	29893_641388512 A7UXY6 EMBL:AAYH02000049 EMBL:AAYH02000044 EMBL:AAYH02000037 EMBL:AAYH02000029 EnsemblBacteria:EDO51672 EnsemblBacteria:EDO53853 EnsemblBacteria:EDO55436 EnsemblBacteria:EDO56216
29879	15	29879_645525669 B0K6Q4 EMBL:CP000923 RefSeq:YP_001662866.1 STRING:399726.Teth514_1236 EnsemblBacteria:ABY92530 GeneID:5877885 KEGG:tex:Teth514_1236 PATRIC:23892104 eggNOG:NOG77285 HOGENOM:HOG000018449 OMA:IPIAPHL OrthoDB:EOG6VF38Q ProtClustDB:CLSK925854 BioCyc:TSP399726:GHCK-1270-MONOMER
29878	10	29878_641463449 A9D5H8 EMBL:ABIC01000010 EnsemblBacteria:EDQ01404 PATRIC:28557786 GO:GO:0003677 GO:GO:0004803 GO:GO:0006313 InterPro:IPR002559 Pfam:PF01609
29837	20	29837_645177361 D2AXP0 EMBL:CP001814 RefSeq:YP_003335963.1 EnsemblBacteria:ACZ83220 GeneID:8663434 KEGG:sro:Sros_0168 PATRIC:32462319 OMA:MIQYKHA OrthoDB:EOG686ND7 BioCyc:SROS479432:GI0V-172-MONOMER GO:GO:0003677 GO:GO:0015074 GO:GO:0006310 Gene3D:1.10.150.130 Gene3D:1.10.443.10 InterPro:IPR011010 InterPro:IPR013762 InterPro:IPR023109 SUPFAM:SSF56349
29732	19	29732_638419305 A5UDE1 EMBL:CP000671 RefSeq:YP_001291175.1 STRING:374930.CGSHiEE_07345 EnsemblBacteria:ABQ98792 GeneID:5225728 KEGG:hip:CGSHiEE_07345 PATRIC:20279091 eggNOG:COG4545 HOGENOM:HOG000095209 OMA:FEECDIT OrthoDB:EOG6NGVZZ ProtClustDB:CLSK870360 BioCyc:HINF374930:GJDD-1356-MONOMER InterPro:IPR012336 InterPro:IPR017167 PIRSF:PIRSF037291 SUPFAM:SSF52833
29583	10	29583_642200225 D4MYZ2 EMBL:FP929061 RefSeq:YP_007788832.1 EnsemblBacteria:CBL37837 GeneID:15230928 KEGG:bprl:CL2_08080 PATRIC:42795488 InterPro:IPR021338 Pfam:PF11167
29557	24	29557_641833242 Q7CIJ6 EMBL:AE009952 EMBL:AE017042 EMBL:AL590842 PIR:AE0278 RefSeq:NP_669426.1 RefSeq:NP_993403.1 RefSeq:YP_002347251.1 STRING:214092.YPO2284 DNASU:1147061 EnsemblBacteria:AAM85677 EnsemblBacteria:AAS62280 GeneID:1147061 GeneID:1175116 GeneID:2764780 KEGG:ype:YPO2284 KEGG:ypk:y2114 KEGG:ypm:YP_2068 HOGENOM:HOG000266573 OMA:CRCCTHT OrthoDB:EOG67MF2Z ProtClustDB:CLSK889145 BioCyc:YPES214092:GKDD-2252-MONOMER
29348	12	29348_642757066 F2G4I7 EMBL:CP001103 RefSeq:YP_004428495.1 RefSeq:YP_004428559.1 EnsemblBacteria:AEA99497 EnsemblBacteria:AEA99561 GeneID:10558715 KEGG:amc:MADE_1016865 OMA:GRFMDVK BioCyc:AMAC314275:GHA7-3400-MONOMER BioCyc:AMAC314275:GHA7-3464-MONOMER
29302	14	29302_638719742 A3RRC6 EMBL:AAKL01000008 ProteinModelPortal:A3RRC6 EnsemblBacteria:EAP73987 PATRIC:38540178 GO:GO:0003824 GO:GO:0005975 Gene3D:3.20.20.80 InterPro:IPR013781 InterPro:IPR017853 InterPro:IPR006311 SUPFAM:SSF51445 PROSITE:PS51318
29281	15	29281_644294450 A4VUX9 EMBL:CP000407 RefSeq:YP_001198318.1 STRING:391295.SSU05_0952 EnsemblBacteria:ABP89918 GeneID:5099828 KEGG:ssu:SSU05_0952 PATRIC:19773679 eggNOG:NOG67607 HOGENOM:HOG000245547 OMA:NKHYLGD OrthoDB:EOG6R87GS ProtClustDB:CLSK925883 BioCyc:SSUI391295:GHI8-1012-MONOMER
29215	11	29215_638426209 S5LB51 EMBL:CP006598 EMBL:CP006599 EMBL:CP006600 RefSeq:YP_008284690.1 RefSeq:YP_008301432.1 RefSeq:YP_008304426.1 GeneID:16326635 GeneID:16338694 GeneID:16341903
29169	8	29169_642022757 D4MJL2 EMBL:FP929059 RefSeq:YP_007839474.1 EnsemblBacteria:CBL33945 GeneID:15225244 KEGG:esr:ES1_08700 PATRIC:43001170
31371	11	31371_645142707 D5SY40 EMBL:CP001744 RefSeq:YP_003632032.1 EnsemblBacteria:ADG69833 GeneID:9140742 KEGG:plm:Plim_4022 PATRIC:38245344 HOGENOM:HOG000106021 OMA:SEYQISH BioCyc:PLIM521674:GKE7-4090-MONOMER
31337	10	31337_642675139 B3D9S9 EMBL:AP009386 RefSeq:YP_001949472.1 EnsemblBacteria:BAG46936 GeneID:6361745 KEGG:bmj:BMULJ_05097 HOGENOM:HOG000028960 ProtClustDB:CLSK984498 BioCyc:BMUL395019:GIYO-5093-MONOMER
31290	13	31290_640024905 A0ZDT3 EMBL:AAVW01000017 ProteinModelPortal:A0ZDT3 EnsemblBacteria:EAW45963 PATRIC:25516715 GO:GO:0006950 Gene3D:3.40.50.620 InterPro:IPR006050 InterPro:IPR014729 InterPro:IPR006016 Pfam:PF00582 SUPFAM:SSF52425
31214	17	31214_641760027 Q8Y6D7 EMBL:AL591981 PIR:AF1293 RefSeq:NP_465275.1 STRING:169963.lmo1750 EnsemblBacteria:CAC99828 GeneID:985557 KEGG:lmo:lmo1750 KEGG:lmoe:BN418_2101 PATRIC:20312685 GenoList:LMO1750 HOGENOM:HOG000032572 OMA:DLETTHP OrthoDB:EOG60GRT5 ProtClustDB:CLSK564595 BioCyc:LMON169963:LMO1750-MONOMER
31199	14	31199_644408681 D0KX68 EMBL:CP001801 RefSeq:YP_003262129.1 STRING:555778.Hneap_0219 EnsemblBacteria:ACX95082 GeneID:8533334 KEGG:hna:Hneap_0219 PATRIC:32204220 eggNOG:NOG71571 HOGENOM:HOG000003983 OMA:TDSSFAF OrthoDB:EOG6DC6FW BioCyc:HNEA555778:GIVV-221-MONOMER
31149	8	31149_642755415 F2GCT9 EMBL:CP001103 RefSeq:YP_004427143.1 EnsemblBacteria:AEA98145 GeneID:10557348 KEGG:amc:MADE_1010035 BioCyc:AMAC314275:GHA7-2027-MONOMER
31055	7	31055_645589138 C5VTZ9 EMBL:ACSJ01000009 EnsemblBacteria:EES90449 PATRIC:26429890 InterPro:IPR013420 TIGRFAMs:TIGR02591
30921	15	30921_637778200 Q39X61 EMBL:CP000148 RefSeq:YP_006719888.1 STRING:269799.Gmet_0921 EnsemblBacteria:ABB31163 GeneID:3740077 KEGG:gme:Gmet_0921 PATRIC:22001030 eggNOG:NOG47349 HOGENOM:HOG000016649 OMA:TGHHEIM OrthoDB:EOG6CGC9W ProtClustDB:CLSK812234 BioCyc:GMET269799:GHNY-929-MONOMER
30912	19	30912_641789564 Q74PX5 EMBL:AE017042 EMBL:AL590842 PIR:AE0052 RefSeq:NP_995030.1 RefSeq:YP_002345498.1 STRING:214092.YPO0422 EnsemblBacteria:AAS63907 GeneID:1173267 GeneID:2765977 KEGG:ype:YPO0422 KEGG:ypm:YP_3759 PATRIC:18589917 HOGENOM:HOG000219322 OMA:NIDIYED OrthoDB:EOG696C01 ProtClustDB:CLSK888478 BioCyc:YPES214092:GKDD-418-MONOMER
